"architecture","n_people","replication","estimate","se","df","rejected"
"spaced",12,76,0.00548612381018029,0.0112619992498342,10.9998472861877,"false"
"spaced",12,77,0.0101727491938488,0.0106629880466015,10.9993203282312,"false"
"spaced",12,78,0.000818469315683361,0.00756946691217518,10.9999265534805,"false"
"spaced",12,79,0.00411058294253514,0.0127379734933755,10.999838639553,"false"
"spaced",12,80,0.00228147997526402,0.0117872761869312,10.999832147879,"false"
"spaced",12,81,0.000318931765668021,0.0120765053512816,10.999992286598,"false"
"spaced",12,82,0.00860796073170855,0.013500398992881,10.9986688249756,"false"
"spaced",12,83,-0.00172071431967118,0.0122814094479503,10.9990821784347,"false"
"spaced",12,84,-0.0121656523984493,0.0105458345413692,10.9998902069237,"false"
"spaced",12,85,-0.00482334558257064,0.0115321539257317,10.9997447328933,"false"
"spaced",12,86,-0.00607820664213534,0.0136558158323796,10.9996625523471,"false"
"spaced",12,87,0.0143034523821797,0.0126935922298186,10.9996304492185,"false"
"spaced",12,88,0.0171546430215064,0.0168034387342128,10.9995205333388,"false"
"spaced",12,89,-0.00517899950081865,0.00760154322749365,10.9999660298641,"false"
"spaced",12,90,0.00152897260576949,0.011399082899068,10.9998412469874,"false"
"spaced",12,91,0.00204397605278693,0.010751149002538,10.9995324623986,"false"
"spaced",12,92,0.0234536657685067,0.00708610469782676,10.9999797055554,"true"
"spaced",12,93,0.0127237612826818,0.0118195569581949,10.9994536896304,"false"
"spaced",12,94,0.0256336512610678,0.0126309882524124,10.9998351099092,"false"
"spaced",12,95,-0.0262764057256682,0.0142802085278522,10.9999228243771,"false"
"spaced",12,96,-0.00206172255994267,0.0132926435733515,10.9998001524515,"false"
"spaced",12,97,0.0127919641919132,0.0147500570240977,10.9997085756332,"false"
"spaced",12,98,-0.0141789097749944,0.0135283768222199,10.9999067677969,"false"
"spaced",12,99,-0.016583123616855,0.014104424932306,10.9999015556202,"false"
"spaced",12,100,0.0144806775622362,0.0120557606938584,10.9998667425851,"false"
"spaced",12,101,0.00328499267486235,0.0119475178297976,10.9984277666161,"false"
"spaced",12,102,-0.0223569605637049,0.0098425085576308,10.9991652544066,"true"
"spaced",12,103,0.0285299980505517,0.0116520595562561,10.9998284008755,"true"
"spaced",12,104,0.00436881710045645,0.0126233598696315,10.9999229707712,"false"
"spaced",12,105,-0.0113146347178703,0.0114644958338811,10.9999315465726,"false"
"spaced",12,106,0.0203463326409148,0.0151297829916758,10.9999070434663,"false"
"spaced",12,107,0.00182762030539205,0.014927774955279,10.9993350929916,"false"
"spaced",12,108,0.00336200702788096,0.00957690142003963,10.9998351391487,"false"
"spaced",12,109,-0.0142575027374693,0.0137069810165018,10.9999670845915,"false"
"spaced",12,110,0.00483590978089812,0.0122266105611488,10.999977655461,"false"
"spaced",12,111,-0.013218657417169,0.011002526758221,10.9999620838971,"false"
"spaced",12,112,0.00615083054834324,0.0129955544838599,10.9995850099771,"false"
"spaced",12,113,-0.0150625478335917,0.0123821567529837,10.9998995059897,"false"
"spaced",12,114,0.0051831988932024,0.0111781755219002,10.9994044836798,"false"
"spaced",12,115,0.0113085492211583,0.0106991337570885,10.9994151471399,"false"
"spaced",12,116,0.0306176121098069,0.00876806571791022,10.9999060531247,"true"
"spaced",12,117,-0.00647502934601416,0.0159038008946183,10.9993130227404,"false"
"spaced",12,118,-0.00833941296155089,0.0148609506612704,10.9996133657096,"false"
"spaced",12,119,0.00719466959437276,0.0182329392220284,10.9998865172893,"false"
"spaced",12,120,-0.00416598045168947,0.0101482909884422,10.9997026166905,"false"
"spaced",12,121,0.0208710730797496,0.0154093933302913,10.9991888494253,"false"
"spaced",12,122,0.0105974634237891,0.0145523995767633,10.9996406666517,"false"
"spaced",12,123,0.016535254336976,0.0138760374012937,10.999703819467,"false"
"spaced",12,124,-0.0152166105187664,0.0138771908372079,10.9993814191222,"false"
"spaced",12,125,-0.00410355833708652,0.0120127899725002,10.9997699082537,"false"
"spaced",12,126,-0.00345482443211882,0.0163169676296826,10.9996021561092,"false"
"spaced",12,127,-0.0128582634610254,0.00696983883735517,10.9995013799319,"false"
"spaced",12,128,-0.00481260579275043,0.0156944492342922,10.9998221165438,"false"
"spaced",12,129,-0.0350412908358387,0.00885849092702977,10.9994997748319,"true"
"spaced",12,130,0.0158357524275655,0.00389210460765643,10.998182738163,"true"
"spaced",12,131,-0.00315657114998937,0.00866015940319386,10.9984671397982,"false"
"spaced",12,132,-0.00278390457261403,0.0152265380146946,10.9997527686721,"false"
"spaced",12,133,0.0370920411550233,0.0158254775493981,10.9991606386761,"true"
"spaced",12,134,0.00485225904643296,0.0116961561469445,10.9995055218721,"false"
"spaced",12,135,0.010722097670987,0.0148976559292496,10.9998588022752,"false"
"spaced",12,136,0.0163868627956751,0.00519832494306463,10.9995189749229,"true"
"spaced",12,137,0.000566680235629727,0.0102902687160438,10.9997522005834,"false"
"spaced",12,138,-0.00545434699685367,0.0104834317238842,11.0000161049622,"false"
"spaced",12,139,-0.0112543666828601,0.0133223769776803,10.9996688939143,"false"
"spaced",12,140,0.00339828505212906,0.00860178422806358,10.9998559510687,"false"
"spaced",12,141,-0.00179163312830846,0.00962168431790196,10.9998540329482,"false"
"spaced",12,142,0.00263342838768922,0.0139668294123799,10.9996817071213,"false"
"spaced",12,143,7.57375522709376e-05,0.0101254205503686,10.999789320875,"false"
"spaced",12,144,0.0231405363636245,0.00824929477786438,10.9997091126244,"true"
"spaced",12,145,-0.0187777107254013,0.00737416126806189,10.9998988361919,"true"
"spaced",12,146,0.00042339060553465,0.0119206499391158,10.9996182079952,"false"
"spaced",12,147,-0.0118394783764534,0.013114785970712,10.9998305414384,"false"
"spaced",12,148,-0.0161978621588834,0.0128227114001509,10.9998649139825,"false"
"spaced",12,149,0.0246353334453202,0.011758724130707,10.9999551335078,"false"
"spaced",12,150,-0.00419722446161338,0.00760430943047325,10.9993015236351,"false"
"spaced",12,151,-0.0182070982372503,0.010381507639812,10.9993900915193,"false"
"spaced",12,152,-0.00291299826842742,0.00716129036859283,10.9999014871244,"false"
"spaced",12,153,0.0355740915595993,0.0166136997968667,10.9997454639081,"false"
"spaced",12,154,-0.00203558703636331,0.00989927871835695,10.9985802392016,"false"
"spaced",12,155,-0.00161030705493489,0.0103441318958501,10.9997402689914,"false"
"spaced",12,156,0.0211432292558112,0.0076013525716041,10.999513013191,"true"
"spaced",12,157,-0.00464764679563481,0.0141808451895858,10.9998179767808,"false"
"spaced",12,158,-0.0181393674109227,0.0116156310267342,10.9998162364201,"false"
"spaced",12,159,-7.73139901958266e-05,0.0158316716384018,10.9990991754603,"false"
"spaced",12,160,-0.000706263938401434,0.00982645401111415,10.9994489907995,"false"
"spaced",12,161,-0.0187518087697712,0.00979041577483901,10.9989418143576,"false"
"spaced",12,162,0.00927965481589893,0.00801171979601879,10.9999523129853,"false"
"spaced",12,163,-0.0104191775738064,0.0107927943109719,10.9997442123026,"false"
"spaced",12,164,-0.00510919973105934,0.0159468266761068,10.9998441985722,"false"
"spaced",12,165,-0.00919062964392273,0.01171987490098,10.9998175916476,"false"
"spaced",12,166,0.00190538405756625,0.0147655631517104,10.9996468782303,"false"
"spaced",12,167,-0.0113518012015135,0.0137801372489025,10.9998902112332,"false"
"spaced",12,168,-0.00843880272117136,0.0087467960460248,10.9998606195752,"false"
"spaced",12,169,-0.0147935135117739,0.0091699672334346,10.9994903082595,"false"
"spaced",12,170,0.00413218411705536,0.0105351560855175,10.9995082136944,"false"
"spaced",12,171,-0.00780032596854461,0.0110638168654765,10.9997188507368,"false"
"spaced",12,172,0.0057823372663455,0.0116782176467922,10.9998742331382,"false"
"spaced",12,173,0.0021375728527933,0.0174230107924031,10.9997915811385,"false"
"spaced",12,174,-0.0198881971294448,0.0149656350362965,10.9998572274605,"false"
"spaced",12,175,-0.00312433403662554,0.00554997421570792,10.9994892709892,"false"
"spaced",12,176,-0.00984296932038268,0.00813515467795973,10.9994637869929,"false"
"spaced",12,177,0.00155586154292809,0.0114643742053123,10.9995523947382,"false"
"spaced",12,178,0.00601418656661926,0.011077258393832,10.9987067234259,"false"
"spaced",12,179,0.0228819577949678,0.0216581960196402,10.9989097581291,"false"
"spaced",12,180,-0.0162132811454361,0.0160765106629402,10.9994763519174,"false"
"spaced",12,181,-0.00195370995662326,0.0133899932819547,10.9992507613881,"false"
"spaced",12,182,-0.0170398523439897,0.0127916058140354,10.9995466403911,"false"
"spaced",12,183,-0.0111566492245084,0.0139582859492871,10.9995944132907,"false"
"spaced",12,184,0.0265882632318791,0.0118909204713193,10.9996825454954,"true"
"spaced",12,185,0.000688587150024311,0.0112896367896437,10.9998962167563,"false"
"spaced",12,186,-0.0131565782826525,0.0125614907799266,10.9996191869247,"false"
"spaced",12,187,-0.0104777551820314,0.00901913274088972,10.9991174555488,"false"
"spaced",12,188,0.0153706230583834,0.00703153776576651,10.9998504682473,"false"
"spaced",12,189,0.00424931197829247,0.0109468842513556,10.999863368881,"false"
"spaced",12,190,0.00135404872592187,0.016150215940372,10.9999592350774,"false"
"spaced",12,191,0.00676531750719255,0.0159012590812316,10.9995360199915,"false"
"spaced",12,192,-0.00434954526053238,0.0156752459630638,10.9997664756275,"false"
"spaced",12,193,-0.00389252425592226,0.0105149147265472,10.9991726272734,"false"
"spaced",12,194,-0.00891276591529932,0.0147138313691872,10.999699898848,"false"
"spaced",12,195,-0.017170460826519,0.0101184747525013,10.9997421985027,"false"
"spaced",12,196,-0.03066957611938,0.0138606765580483,10.999622499607,"true"
"spaced",12,197,0.0170276398195105,0.0175589619801513,10.9997113422199,"false"
"spaced",12,198,0.00654762031146461,0.012208226850501,10.9989809798326,"false"
"spaced",12,199,-0.0137199354933474,0.00912792766442687,10.9998228726813,"false"
"spaced",12,200,-0.00325328676808547,0.0165327145186799,10.9984841399307,"false"
"spaced",12,201,-0.0138718014179928,0.0076023326077164,10.9996689162532,"false"
"spaced",12,202,-0.0013346962764843,0.0152070787641834,10.9997993658264,"false"
"spaced",12,203,-0.00940274015996258,0.0108788026705878,10.9999245643988,"false"
"spaced",12,204,-0.0102219986398106,0.00816603605504499,10.9995800765237,"false"
"spaced",12,205,0.00764846584471627,0.0102802763787099,10.9997795534641,"false"
"spaced",12,206,-0.0103501770525221,0.0156551822338208,10.9998088729017,"false"
"spaced",12,207,0.00682524097902765,0.0124565937418803,10.9992657216893,"false"
"spaced",12,208,0.000205815162373998,0.0121692123026003,10.9997019475331,"false"
"spaced",12,209,0.0109460314156294,0.011045719882922,10.9988642738262,"false"
"spaced",12,210,-0.0166719471672537,0.011577592400884,10.9998489617531,"false"
"spaced",12,211,0.0117449836125364,0.0101962256451555,10.9994482915071,"false"
"spaced",12,212,-0.0117395491828567,0.0116292784150222,10.9996435861574,"false"
"spaced",12,213,0.00747710396003571,0.0132581416664469,10.9998298153809,"false"
"spaced",12,214,-0.00721119816459789,0.0110336657208638,10.9998686364583,"false"
"spaced",12,215,0.0121253872644757,0.00915980738494726,10.9997930224304,"false"
"spaced",12,216,-0.0106875950515696,0.0126175735984628,10.9996286056164,"false"
"spaced",12,217,0.0075045780799534,0.0166664781839518,10.999683978889,"false"
"spaced",12,218,-0.0213264140674432,0.0153544905939211,10.9995652029446,"false"
"spaced",12,219,0.00492249004922541,0.011495367055595,10.9994658373163,"false"
"spaced",12,220,-0.00735533788622186,0.0123620399356849,10.9994275339495,"false"
"spaced",12,221,0.0153597329728124,0.0176282147261622,10.9993237146547,"false"
"spaced",12,222,-0.00156996565442586,0.0139274089564353,10.9998575224361,"false"
"spaced",12,223,0.00610480584583299,0.0105887380410789,10.9998343031716,"false"
"spaced",12,224,0.0180678288692649,0.0080478581026318,10.9997040834489,"true"
"spaced",12,225,-0.0231490123588089,0.013880570126729,10.9998002113276,"false"
"spaced",12,226,-0.0277880114337931,0.0198440255208716,10.9997502616402,"false"
"spaced",12,227,0.0101495354207689,0.012220167066649,10.9996793287227,"false"
"spaced",12,228,0.00753503877503268,0.012043639001543,10.9994725856084,"false"
"spaced",12,229,0.0156430431597793,0.0087703311554995,10.9995900607893,"false"
"spaced",12,230,-0.01368692012559,0.0132553929529886,10.9992942694504,"false"
"spaced",12,231,0.0179808072918752,0.0160168034138135,10.9998088834936,"false"
"spaced",12,232,-0.0157109570365873,0.0101362460326571,10.9998801070671,"false"
"spaced",12,233,0.0173202724634164,0.0136212251440818,10.9996905573471,"false"
"spaced",12,234,-0.020063663482468,0.0132275105705273,10.9996783269886,"false"
"spaced",12,235,0.000703488992078224,0.0107795803032123,10.9997271749606,"false"
"spaced",12,236,0.00702177159559269,0.0088798746244771,10.9992258188904,"false"
"spaced",12,237,-0.00600224762123979,0.0128339569898777,10.9996722184875,"false"
"spaced",12,238,0.0120743737550854,0.0163130176737677,10.9994784167671,"false"
"spaced",12,239,0.0258298699600985,0.0120832244408203,10.9997448726799,"false"
"spaced",12,240,0.00998285920249519,0.0121527841770545,10.9998456912071,"false"
"spaced",12,241,0.0167993025692302,0.0127457625302021,10.9996424352827,"false"
"spaced",12,242,0.0186875854496501,0.00947999749806254,10.9995807244297,"false"
"spaced",12,243,0.0066797626119152,0.0153086984926493,10.9993177801119,"false"
"spaced",12,244,0.0129455191342691,0.0102047287898209,10.9997792876927,"false"
"spaced",12,245,-0.0337008553381174,0.0119820047107798,10.9994596103175,"true"
"spaced",12,246,-0.00409495004228344,0.0107692775378388,10.9998432391728,"false"
"spaced",12,247,0.00246414451091355,0.0125544846659768,10.9998639770178,"false"
"spaced",12,248,-0.00129772053947855,0.0112690900240427,10.9999526198359,"false"
"spaced",12,249,0.00120357283183961,0.0132583939600105,10.9997942007643,"false"
"spaced",12,250,0.0197789310408697,0.0138262692918687,10.9994553344653,"false"
"spaced",12,251,-0.00485826612098748,0.0107477247647539,10.9999240171916,"false"
"spaced",12,252,-0.000365321640166463,0.00983313656919232,10.9999488419079,"false"
"spaced",12,253,-0.000657085168501245,0.014439516618038,10.9997744362391,"false"
"spaced",12,254,0.00749282116381207,0.0169382770697531,10.9998754616467,"false"
"spaced",12,255,-0.00498482098021274,0.0161712199497991,10.9995707987317,"false"
"spaced",12,256,-0.0163411204881448,0.0100373945068405,10.9995353560904,"false"
"spaced",12,257,0.0187790123540984,0.0117627828137068,10.9998020295166,"false"
"spaced",12,258,-0.00321500202101638,0.0147220584717883,10.9998134870595,"false"
"spaced",12,259,-0.0152893846088094,0.0118255992091062,10.9998334605687,"false"
"spaced",12,260,0.00679991775209232,0.00975423357439378,10.9996808745536,"false"
"spaced",12,261,-0.0148231382993473,0.0126900337034938,10.9996630997324,"false"
"spaced",12,262,0.00504245106448146,0.0117120825939174,10.9999829369527,"false"
"spaced",12,263,0.0241113601450042,0.0137432925509035,10.9997826058494,"false"
"spaced",12,264,0.000936113608125492,0.0137511907435736,10.9991299863009,"false"
"spaced",12,265,-0.011706358526401,0.0150986163250154,10.9997150545454,"false"
"spaced",12,266,-0.018420598157915,0.00973299866744586,10.9992520894656,"false"
"spaced",12,267,0.0044189877682479,0.01463728324455,10.9998085007234,"false"
"spaced",12,268,-0.0286778368978628,0.00915617236955236,10.9999200572309,"true"
"spaced",12,269,-0.00269787354564124,0.00789859769567455,10.9999060248956,"false"
"spaced",12,270,-0.0262551863233924,0.0142813053710559,10.998707934003,"false"
"spaced",12,271,-0.0131698360699924,0.0135114031498388,10.9997452118122,"false"
"spaced",12,272,0.0118834865336769,0.0123530277309611,10.999678612823,"false"
"spaced",12,273,0.0107046224764624,0.00822520956044204,10.9998449983175,"false"
"spaced",12,274,0.0249926732984326,0.0182336576907565,10.9993238125575,"false"
"spaced",12,275,0.00726354365286057,0.0119779093320076,10.9998291010642,"false"
"spaced",12,276,0.0127346758596538,0.0112657363246021,10.9995750179327,"false"
"spaced",12,277,0.00853407176242938,0.0113536045121626,10.9998212815807,"false"
"spaced",12,278,0.0200361818835852,0.00848008500979804,10.9997632607697,"true"
"spaced",12,279,0.00428659701799789,0.01646385961579,10.9996206872945,"false"
"spaced",12,280,0.000634920012341307,0.0159187021954968,10.9997347091123,"false"
"spaced",12,281,-0.0123611413603007,0.0122888470288746,10.9996601413484,"false"
"spaced",12,282,-0.000257735005254706,0.0132738139618914,10.9997468529845,"false"
"spaced",12,283,-0.00098131290416922,0.00830477815306279,10.9991378353787,"false"
"spaced",12,284,0.0152793691973256,0.0171365329434051,10.9996535434602,"false"
"spaced",12,285,-0.0114641938568494,0.00911740980162132,10.9997836740184,"false"
"spaced",12,286,-0.011939823082927,0.0127923573857025,10.9997274711466,"false"
"spaced",12,287,-0.0227010444240117,0.0138166619220452,10.9993713164092,"false"
"spaced",12,288,0.00193444069587573,0.0155199826031458,10.9996460851044,"false"
"spaced",12,289,-0.0066394461521085,0.0119217928368004,10.9996705631736,"false"
"spaced",12,290,-0.0182184448166662,0.00865298731986468,10.9997259361885,"false"
"spaced",12,291,-0.000285988660902412,0.0140365813645606,10.9991217358066,"false"
"spaced",12,292,-0.00147308397103956,0.0106497776801734,10.999539866397,"false"
"spaced",12,293,0.00619776531757821,0.0147122727368431,10.9997751270435,"false"
"spaced",12,294,-0.00237947254833017,0.0166663948493755,10.9996824310548,"false"
"spaced",12,295,0.00726361445236093,0.0131366824655299,10.9996344844065,"false"
"spaced",12,296,0.00817105619834837,0.0126358084390802,10.9998633025344,"false"
"spaced",12,297,0.0214412105256794,0.0105821150141436,10.9999466214372,"false"
"spaced",12,298,0.010369339532691,0.00838212193825295,10.9999301043189,"false"
"spaced",12,299,0.00771655119124021,0.0118281695332919,10.9998750797193,"false"
"spaced",12,300,-0.0102870249949295,0.00827898174779948,10.9998413561611,"false"
"spaced",12,301,-0.026929857567875,0.0148671358720364,10.9994559661706,"false"
"spaced",12,302,-0.00103359892676254,0.0139523768814013,10.9991145382161,"false"
"spaced",12,303,0.00707106896725254,0.0146101238949393,10.9999163244889,"false"
"spaced",12,304,0.00828774111752091,0.0111064795819082,10.9998757422734,"false"
"spaced",12,305,-0.00335886810776698,0.0134583629408129,10.9998622686797,"false"
"spaced",12,306,-0.00535374353354862,0.0133338792909962,10.9996848476598,"false"
"spaced",12,307,-0.0252837709666535,0.0121530415075336,10.9998691655948,"false"
"spaced",12,308,-0.028324470223931,0.020273715562154,10.9999170092088,"false"
"spaced",12,309,0.00605608472801612,0.00766546026155472,10.9994976440038,"false"
"spaced",12,310,-0.0155957998983701,0.0189220981086023,10.9998421162782,"false"
"spaced",12,311,-0.00329316863412251,0.0147676105022082,10.9997688716213,"false"
"spaced",12,312,-0.00890600758902591,0.0158789206646,10.9998447422676,"false"
"spaced",12,313,0.00461243520438267,0.00771419607712974,10.9995807391635,"false"
"spaced",12,314,-0.00764395285310817,0.0145722964735091,10.9994034444992,"false"
"spaced",12,315,0.0222407080739318,0.0118819559768111,10.9999329586629,"false"
"spaced",12,316,0.00944824016629528,0.0134694536141098,10.999339566818,"false"
"spaced",12,317,-0.00288191074157885,0.0174808900801437,10.9997154016115,"false"
"spaced",12,318,0.0236099910754689,0.0151602339240859,10.9997935235125,"false"
"spaced",12,319,0.00852564943261981,0.0152549027990127,10.9989942586189,"false"
"spaced",12,320,-0.000695922272383463,0.0138126589565945,10.9999282206452,"false"
"spaced",12,321,0.00416215659054625,0.0153590085424612,10.9997584853403,"false"
"spaced",12,322,-0.0194712322131488,0.00944992581634962,10.9989149906389,"false"
"spaced",12,323,-0.013818478658625,0.0122680560157929,10.9991613398677,"false"
"spaced",12,324,0.0159524050781597,0.0127169554484727,10.9998216528879,"false"
"spaced",12,325,0.0168248165135537,0.0124980873407648,10.9999115354861,"false"
"spaced",12,326,-0.00409685434669721,0.0111145603680092,10.9995685621292,"false"
"spaced",12,327,-0.00396579112088998,0.0108089374096156,10.999882590948,"false"
"spaced",12,328,-0.0225521856710595,0.0142509400390831,10.9990732209765,"false"
"spaced",12,329,0.00469617557366788,0.0144237634088082,10.9998963603606,"false"
"spaced",12,330,0.0112752358407433,0.0122836346604946,10.9996767225664,"false"
"spaced",12,331,0.0192213125825842,0.0133806195390579,10.9994753485711,"false"
"spaced",12,332,-0.00542487404020607,0.0137226086250633,10.9995901326042,"false"
"spaced",12,333,-0.000873996748865962,0.0111390408440568,10.9989491012664,"false"
"spaced",12,334,0.0112391057836222,0.0116368746753205,10.9994942434623,"false"
"spaced",12,335,-0.00528512042998483,0.00874548900907298,10.9999378173378,"false"
"spaced",12,336,0.00563366624291131,0.0105202193932197,10.9999282448498,"false"
"spaced",12,337,0.0145278367831405,0.00994441791735263,10.9996904423274,"false"
"spaced",12,338,0.0112457967888394,0.0104815749770093,10.9993366195106,"false"
"spaced",12,339,-0.00460615867802415,0.013810827570124,10.9990524232056,"false"
"spaced",12,340,-0.0115439232257943,0.0128657869481882,10.9993137773955,"false"
"spaced",12,341,0.000599935865295164,0.013792786569912,10.9998737289009,"false"
"spaced",12,342,-0.00106458350007088,0.0155329353540737,10.9998495140665,"false"
"spaced",12,343,-0.00484397830265571,0.0112619515704827,10.9996170101611,"false"
"spaced",12,344,-0.0122850416980762,0.0184268398072898,10.9999136466118,"false"
"spaced",12,345,0.00987027672612117,0.00950688555239532,10.9997345055167,"false"
"spaced",12,346,-0.0116301192420673,0.0148732360016539,10.9993379673284,"false"
"spaced",12,347,-0.000187425940401373,0.0179817271319065,10.9995590132437,"false"
"spaced",12,348,0.00484768559139476,0.0136121581796952,10.9997699575245,"false"
"spaced",12,349,0.0132756890533145,0.0113566064854108,10.9997325237963,"false"
"spaced",12,350,-0.00384056534647005,0.0105283464306811,10.9997391581009,"false"
"spaced",12,351,-0.0060616900308088,0.0161483292632953,10.99993903904,"false"
"spaced",12,352,0.0248151974033022,0.0109459673265909,10.9996549979709,"true"
"spaced",12,353,-0.0115334470191217,0.0105195461248951,10.9998195100467,"false"
