architecture,n_people,replication,estimate,se,df,rejected
spaced,12,95,-0.026276405725668223,0.014280208527852153,10.999922824377117,false
spaced,12,96,-0.002061722559942671,0.013292643573351515,10.999800152451503,false
spaced,12,97,0.012791964191913235,0.014750057024097731,10.99970857563317,false
spaced,12,98,-0.014178909774994433,0.01352837682221988,10.99990676779691,false
spaced,12,99,-0.01658312361685496,0.014104424932305957,10.999901555620243,false
spaced,12,100,0.014480677562236158,0.01205576069385843,10.999866742585063,false
spaced,12,101,0.0032849926748623514,0.011947517829797622,10.998427766616077,false
spaced,12,102,-0.02235696056370487,0.009842508557630796,10.999165254406586,true
spaced,12,103,0.02852999805055166,0.011652059556256067,10.999828400875458,true
spaced,12,104,0.004368817100456452,0.012623359869631548,10.999922970771188,false
spaced,12,105,-0.01131463471787026,0.01146449583388113,10.999931546572578,false
spaced,12,106,0.020346332640914823,0.015129782991675764,10.999907043466294,false
spaced,12,107,0.001827620305392046,0.014927774955279034,10.999335092991581,false
spaced,12,108,0.0033620070278809625,0.009576901420039632,10.999835139148685,false
spaced,12,109,-0.014257502737469318,0.013706981016501849,10.999967084591464,false
spaced,12,110,0.004835909780898124,0.012226610561148807,10.999977655460976,false
spaced,12,111,-0.013218657417168973,0.011002526758220957,10.999962083897136,false
spaced,12,112,0.006150830548343238,0.012995554483859879,10.999585009977109,false
spaced,12,113,-0.015062547833591745,0.012382156752983743,10.999899505989736,false
spaced,12,114,0.0051831988932023974,0.01117817552190018,10.999404483679754,false
spaced,12,115,0.01130854922115832,0.010699133757088522,10.999415147139857,false
spaced,12,116,0.03061761210980689,0.008768065717910216,10.999906053124691,true
spaced,12,117,-0.006475029346014161,0.015903800894618337,10.999313022740361,false
spaced,12,118,-0.008339412961550888,0.014860950661270356,10.99961336570958,false
spaced,12,119,0.007194669594372764,0.018232939222028427,10.999886517289301,false
spaced,12,120,-0.0041659804516894685,0.010148290988442183,10.999702616690518,false
spaced,12,121,0.020871073079749614,0.015409393330291267,10.9991888494253,false
spaced,12,122,0.010597463423789135,0.01455239957676328,10.999640666651713,false
spaced,12,123,0.016535254336975967,0.013876037401293652,10.999703819466953,false
spaced,12,124,-0.015216610518766428,0.01387719083720791,10.999381419122196,false
spaced,12,125,-0.004103558337086522,0.012012789972500165,10.999769908253741,false
spaced,12,126,-0.003454824432118823,0.01631696762968259,10.999602156109196,false
spaced,12,127,-0.01285826346102537,0.006969838837355175,10.999501379931866,false
spaced,12,128,-0.004812605792750426,0.015694449234292158,10.999822116543802,false
spaced,12,129,-0.0350412908358387,0.008858490927029774,10.999499774831888,true
spaced,12,130,0.015835752427565547,0.00389210460765643,10.998182738162985,true
spaced,12,131,-0.0031565711499893724,0.00866015940319386,10.99846713979821,false
spaced,12,132,-0.0027839045726140276,0.015226538014694558,10.999752768672147,false
spaced,12,133,0.037092041155023264,0.015825477549398087,10.999160638676075,true
spaced,12,134,0.0048522590464329576,0.01169615614694445,10.999505521872088,false
spaced,12,135,0.01072209767098705,0.014897655929249645,10.999858802275176,false
spaced,12,136,0.016386862795675076,0.005198324943064633,10.999518974922859,true
spaced,12,137,0.0005666802356297266,0.010290268716043837,10.999752200583414,false
spaced,12,138,-0.005454346996853672,0.010483431723884171,11.000016104962238,false
spaced,12,139,-0.011254366682860109,0.013322376977680284,10.999668893914269,false
spaced,12,140,0.003398285052129062,0.008601784228063576,10.999855951068682,false
spaced,12,141,-0.0017916331283084575,0.009621684317901955,10.999854032948233,false
spaced,12,142,0.00263342838768922,0.013966829412379941,10.999681707121347,false
spaced,12,143,7.573755227093762e-5,0.010125420550368552,10.999789320874951,false
spaced,12,144,0.023140536363624502,0.00824929477786438,10.999709112624386,true
spaced,12,145,-0.018777710725401308,0.007374161268061892,10.999898836191901,true
spaced,12,146,0.0004233906055346497,0.0119206499391158,10.999618207995237,false
spaced,12,147,-0.011839478376453405,0.013114785970711966,10.999830541438433,false
spaced,12,148,-0.016197862158883358,0.012822711400150861,10.999864913982488,false
spaced,12,149,0.024635333445320203,0.011758724130707023,10.999955133507818,false
spaced,12,150,-0.004197224461613377,0.007604309430473247,10.999301523635063,false
spaced,12,151,-0.01820709823725026,0.010381507639812024,10.999390091519256,false
spaced,12,152,-0.0029129982684274183,0.007161290368592832,10.999901487124417,false
spaced,12,153,0.03557409155959927,0.016613699796866714,10.999745463908145,false
spaced,12,154,-0.0020355870363633075,0.009899278718356953,10.998580239201594,false
spaced,12,155,-0.0016103070549348902,0.010344131895850078,10.99974026899137,false
spaced,12,156,0.02114322925581121,0.007601352571604099,10.999513013190956,true
spaced,12,157,-0.004647646795634808,0.014180845189585812,10.999817976780811,false
spaced,12,158,-0.018139367410922702,0.011615631026734227,10.999816236420083,false
spaced,12,159,-7.731399019582656e-5,0.015831671638401806,10.999099175460255,false
spaced,12,160,-0.0007062639384014344,0.009826454011114151,10.999448990799532,false
spaced,12,161,-0.01875180876977122,0.009790415774839013,10.998941814357552,false
spaced,12,162,0.009279654815898928,0.008011719796018788,10.999952312985265,false
spaced,12,163,-0.010419177573806386,0.010792794310971906,10.999744212302621,false
spaced,12,164,-0.00510919973105934,0.01594682667610677,10.999844198572179,false
spaced,12,165,-0.009190629643922733,0.011719874900979962,10.999817591647554,false
spaced,12,166,0.0019053840575662545,0.014765563151710424,10.999646878230335,false
spaced,12,167,-0.011351801201513525,0.013780137248902466,10.999890211233177,false
spaced,12,168,-0.008438802721171357,0.008746796046024798,10.999860619575188,false
spaced,12,169,-0.014793513511773892,0.009169967233434596,10.999490308259528,false
spaced,12,170,0.0041321841170553555,0.01053515608551746,10.999508213694426,false
spaced,12,171,-0.00780032596854461,0.011063816865476497,10.999718850736837,false
spaced,12,172,0.0057823372663455015,0.01167821764679224,10.999874233138174,false
spaced,12,173,0.002137572852793295,0.017423010792403056,10.999791581138528,false
spaced,12,174,-0.019888197129444844,0.014965635036296533,10.999857227460485,false
spaced,12,175,-0.0031243340366255354,0.005549974215707925,10.999489270989239,false
spaced,12,176,-0.009842969320382679,0.008135154677959732,10.999463786992896,false
spaced,12,177,0.001555861542928092,0.011464374205312343,10.999552394738211,false
spaced,12,178,0.006014186566619255,0.011077258393832045,10.9987067234259,false
spaced,12,179,0.022881957794967753,0.021658196019640228,10.998909758129063,false
spaced,12,180,-0.016213281145436086,0.01607651066294021,10.999476351917426,false
spaced,12,181,-0.001953709956623256,0.013389993281954652,10.999250761388055,false
spaced,12,182,-0.01703985234398973,0.012791605814035401,10.999546640391133,false
spaced,12,183,-0.011156649224508356,0.013958285949287063,10.999594413290708,false
spaced,12,184,0.026588263231879072,0.011890920471319337,10.999682545495435,true
spaced,12,185,0.0006885871500243114,0.011289636789643696,10.999896216756337,false
spaced,12,186,-0.013156578282652468,0.012561490779926573,10.99961918692471,false
spaced,12,187,-0.010477755182031423,0.009019132740889724,10.999117455548777,false
spaced,12,188,0.015370623058383413,0.007031537765766506,10.999850468247253,false
spaced,12,189,0.004249311978292474,0.010946884251355564,10.999863368880975,false
spaced,12,190,0.0013540487259218678,0.01615021594037201,10.999959235077393,false
spaced,12,191,0.006765317507192548,0.0159012590812316,10.999536019991542,false
spaced,12,192,-0.00434954526053238,0.01567524596306375,10.999766475627537,false
spaced,12,193,-0.0038925242559222613,0.010514914726547246,10.99917262727339,false
spaced,12,194,-0.008912765915299324,0.014713831369187247,10.999699898848021,false
spaced,12,195,-0.017170460826518977,0.01011847475250129,10.999742198502725,false
spaced,12,196,-0.03066957611938004,0.013860676558048327,10.999622499606959,true
spaced,12,197,0.017027639819510543,0.017558961980151274,10.999711342219884,false
spaced,12,198,0.00654762031146461,0.012208226850501035,10.998980979832607,false
spaced,12,199,-0.0137199354933474,0.009127927664426874,10.999822872681259,false
spaced,12,200,-0.0032532867680854713,0.01653271451867991,10.998484139930719,false
spaced,12,201,-0.013871801417992791,0.007602332607716401,10.9996689162532,false
spaced,12,202,-0.0013346962764843,0.01520707876418345,10.999799365826377,false
spaced,12,203,-0.009402740159962576,0.010878802670587773,10.999924564398816,false
spaced,12,204,-0.01022199863981063,0.008166036055044987,10.9995800765237,false
spaced,12,205,0.007648465844716272,0.010280276378709903,10.999779553464071,false
spaced,12,206,-0.010350177052522098,0.01565518223382081,10.999808872901685,false
spaced,12,207,0.006825240979027645,0.012456593741880306,10.999265721689294,false
spaced,12,208,0.00020581516237399758,0.012169212302600315,10.999701947533111,false
spaced,12,209,0.010946031415629446,0.011045719882921998,10.998864273826165,false
spaced,12,210,-0.016671947167253707,0.011577592400883994,10.999848961753056,false
spaced,12,211,0.011744983612536442,0.010196225645155498,10.999448291507106,false
spaced,12,212,-0.01173954918285669,0.011629278415022159,10.999643586157394,false
spaced,12,213,0.007477103960035713,0.013258141666446911,10.999829815380876,false
spaced,12,214,-0.00721119816459789,0.01103366572086377,10.999868636458256,false
spaced,12,215,0.012125387264475724,0.009159807384947264,10.999793022430438,false
spaced,12,216,-0.010687595051569576,0.012617573598462764,10.999628605616387,false
spaced,12,217,0.007504578079953404,0.01666647818395182,10.99968397888901,false
spaced,12,218,-0.021326414067443213,0.015354490593921135,10.99956520294463,false
spaced,12,219,0.004922490049225411,0.01149536705559499,10.999465837316334,false
spaced,12,220,-0.007355337886221857,0.01236203993568492,10.999427533949518,false
spaced,12,221,0.015359732972812443,0.01762821472616222,10.999323714654745,false
spaced,12,222,-0.0015699656544258646,0.013927408956435258,10.999857522436084,false
spaced,12,223,0.0061048058458329875,0.010588738041078866,10.999834303171552,false
spaced,12,224,0.018067828869264904,0.008047858102631802,10.9997040834489,true
spaced,12,225,-0.02314901235880889,0.013880570126729013,10.999800211327596,false
spaced,12,226,-0.02778801143379309,0.01984402552087162,10.999750261640202,false
spaced,12,227,0.010149535420768858,0.012220167066648992,10.999679328722735,false
spaced,12,228,0.007535038775032681,0.012043639001543045,10.99947258560836,false
spaced,12,229,0.015643043159779327,0.008770331155499496,10.999590060789307,false
spaced,12,230,-0.013686920125590007,0.013255392952988618,10.99929426945044,false
spaced,12,231,0.017980807291875196,0.01601680341381355,10.999808883493623,false
spaced,12,232,-0.015710957036587283,0.010136246032657061,10.999880107067094,false
spaced,12,233,0.017320272463416365,0.013621225144081813,10.999690557347105,false
spaced,12,234,-0.020063663482468037,0.013227510570527347,10.999678326988555,false
spaced,12,235,0.0007034889920782244,0.010779580303212279,10.999727174960647,false
spaced,12,236,0.007021771595592686,0.008879874624477094,10.999225818890352,false
spaced,12,237,-0.006002247621239788,0.0128339569898777,10.999672218487495,false
spaced,12,238,0.012074373755085376,0.016313017673767707,10.999478416767099,false
spaced,12,239,0.025829869960098506,0.012083224440820335,10.999744872679884,false
spaced,12,240,0.00998285920249519,0.012152784177054541,10.999845691207073,false
spaced,12,241,0.0167993025692302,0.012745762530202062,10.999642435282723,false
spaced,12,242,0.01868758544965012,0.00947999749806254,10.999580724429709,false
spaced,12,243,0.006679762611915198,0.015308698492649268,10.999317780111939,false
spaced,12,244,0.012945519134269052,0.010204728789820882,10.999779287692725,false
spaced,12,245,-0.033700855338117376,0.011982004710779816,10.999459610317476,true
spaced,12,246,-0.004094950042283437,0.010769277537838762,10.999843239172835,false
spaced,12,247,0.0024641445109135516,0.012554484665976792,10.999863977017768,false
spaced,12,248,-0.001297720539478551,0.011269090024042656,10.999952619835867,false
spaced,12,249,0.0012035728318396145,0.013258393960010535,10.999794200764347,false
spaced,12,250,0.019778931040869658,0.013826269291868722,10.999455334465285,false
spaced,12,251,-0.004858266120987476,0.010747724764753878,10.999924017191624,false
spaced,12,252,-0.0003653216401664633,0.009833136569192321,10.999948841907917,false
spaced,12,253,-0.0006570851685012446,0.01443951661803801,10.999774436239118,false
spaced,12,254,0.007492821163812072,0.016938277069753125,10.999875461646669,false
spaced,12,255,-0.004984820980212738,0.01617121994979907,10.999570798731744,false
spaced,12,256,-0.016341120488144793,0.010037394506840524,10.999535356090414,false
spaced,12,257,0.018779012354098377,0.011762782813706766,10.999802029516578,false
spaced,12,258,-0.003215002021016383,0.014722058471788266,10.999813487059516,false
spaced,12,259,-0.015289384608809376,0.011825599209106174,10.999833460568693,false
spaced,12,260,0.006799917752092319,0.009754233574393777,10.999680874553563,false
spaced,12,261,-0.014823138299347253,0.012690033703493824,10.999663099732441,false
spaced,12,262,0.005042451064481457,0.0117120825939174,10.999982936952671,false
spaced,12,263,0.024111360145004233,0.013743292550903475,10.999782605849424,false
spaced,12,264,0.0009361136081254916,0.013751190743573637,10.999129986300936,false
spaced,12,265,-0.011706358526401025,0.015098616325015399,10.999715054545385,false
spaced,12,266,-0.01842059815791504,0.009732998667445855,10.999252089465639,false
spaced,12,267,0.004418987768247897,0.014637283244550029,10.999808500723395,false
spaced,12,268,-0.02867783689786275,0.009156172369552362,10.9999200572309,true
spaced,12,269,-0.0026978735456412374,0.007898597695674548,10.999906024895635,false
spaced,12,270,-0.026255186323392438,0.014281305371055859,10.998707934002965,false
spaced,12,271,-0.01316983606999238,0.01351140314983878,10.999745211812245,false
spaced,12,272,0.011883486533676907,0.012353027730961075,10.999678612822954,false
spaced,12,273,0.010704622476462387,0.008225209560442037,10.999844998317526,false
spaced,12,274,0.024992673298432605,0.01823365769075653,10.999323812557462,false
spaced,12,275,0.00726354365286057,0.011977909332007559,10.999829101064245,false
spaced,12,276,0.012734675859653802,0.011265736324602059,10.999575017932662,false
spaced,12,277,0.00853407176242938,0.011353604512162599,10.999821281580717,false
spaced,12,278,0.020036181883585195,0.00848008500979804,10.999763260769715,true
spaced,12,279,0.0042865970179978945,0.01646385961579002,10.999620687294545,false
spaced,12,280,0.0006349200123413072,0.015918702195496764,10.999734709112314,false
spaced,12,281,-0.012361141360300707,0.012288847028874644,10.99966014134844,false
spaced,12,282,-0.00025773500525470556,0.013273813961891404,10.999746852984527,false
spaced,12,283,-0.0009813129041692198,0.008304778153062792,10.999137835378693,false
spaced,12,284,0.01527936919732562,0.017136532943405107,10.999653543460218,false
spaced,12,285,-0.011464193856849431,0.009117409801621323,10.999783674018396,false
spaced,12,286,-0.011939823082927023,0.012792357385702502,10.999727471146592,false
spaced,12,287,-0.022701044424011656,0.01381666192204517,10.999371316409198,false
spaced,12,288,0.0019344406958757302,0.015519982603145766,10.999646085104377,false
spaced,12,289,-0.006639446152108502,0.011921792836800367,10.999670563173574,false
spaced,12,290,-0.0182184448166662,0.008652987319864682,10.999725936188495,false
spaced,12,291,-0.00028598866090241227,0.014036581364560633,10.999121735806588,false
spaced,12,292,-0.0014730839710395624,0.010649777680173379,10.999539866396955,false
spaced,12,293,0.006197765317578207,0.014712272736843102,10.999775127043478,false
spaced,12,294,-0.00237947254833017,0.016666394849375533,10.999682431054845,false
spaced,12,295,0.0072636144523609315,0.013136682465529872,10.99963448440646,false
spaced,12,296,0.00817105619834837,0.012635808439080232,10.999863302534395,false
spaced,12,297,0.021441210525679353,0.01058211501414357,10.999946621437187,false
spaced,12,298,0.010369339532691006,0.00838212193825295,10.999930104318869,false
spaced,12,299,0.00771655119124021,0.011828169533291941,10.999875079719331,false
spaced,12,300,-0.010287024994929476,0.008278981747799482,10.999841356161106,false
spaced,12,301,-0.02692985756787505,0.014867135872036355,10.999455966170611,false
spaced,12,302,-0.0010335989267625362,0.01395237688140126,10.999114538216148,false
spaced,12,303,0.007071068967252539,0.014610123894939266,10.999916324488867,false
spaced,12,304,0.008287741117520914,0.011106479581908238,10.99987574227345,false
spaced,12,305,-0.003358868107766978,0.01345836294081288,10.999862268679735,false
spaced,12,306,-0.005353743533548619,0.013333879290996175,10.999684847659791,false
spaced,12,307,-0.025283770966653546,0.012153041507533598,10.99986916559477,false
spaced,12,308,-0.028324470223931003,0.020273715562154012,10.99991700920879,false
spaced,12,309,0.00605608472801612,0.007665460261554724,10.999497644003824,false
spaced,12,310,-0.01559579989837015,0.01892209810860231,10.99984211627824,false
spaced,12,311,-0.0032931686341225127,0.014767610502208223,10.99976887162131,false
spaced,12,312,-0.00890600758902591,0.015878920664600005,10.999844742267625,false
spaced,12,313,0.004612435204382666,0.007714196077129736,10.999580739163495,false
spaced,12,314,-0.0076439528531081725,0.014572296473509137,10.999403444499185,false
spaced,12,315,0.02224070807393175,0.011881955976811062,10.999932958662932,false
spaced,12,316,0.009448240166295283,0.013469453614109752,10.99933956681805,false
spaced,12,317,-0.0028819107415788514,0.017480890080143693,10.99971540161152,false
spaced,12,318,0.023609991075468857,0.015160233924085867,10.9997935235125,false
spaced,12,319,0.008525649432619815,0.015254902799012692,10.998994258618893,false
spaced,12,320,-0.000695922272383463,0.013812658956594469,10.999928220645248,false
spaced,12,321,0.004162156590546246,0.015359008542461193,10.99975848534034,false
spaced,12,322,-0.019471232213148764,0.00944992581634962,10.99891499063889,false
spaced,12,323,-0.013818478658624983,0.012268056015792896,10.999161339867728,false
spaced,12,324,0.01595240507815975,0.012716955448472709,10.9998216528879,false
spaced,12,325,0.01682481651355372,0.01249808734076477,10.999911535486136,false
spaced,12,326,-0.004096854346697209,0.011114560368009167,10.999568562129195,false
spaced,12,327,-0.0039657911208899775,0.010808937409615573,10.999882590947987,false
spaced,12,328,-0.022552185671059464,0.014250940039083138,10.999073220976536,false
spaced,12,329,0.004696175573667877,0.014423763408808247,10.999896360360582,false
spaced,12,330,0.01127523584074328,0.012283634660494633,10.999676722566425,false
spaced,12,331,0.019221312582584246,0.01338061953905786,10.999475348571055,false
spaced,12,332,-0.005424874040206069,0.013722608625063349,10.999590132604236,false
spaced,12,333,-0.000873996748865962,0.01113904084405684,10.998949101266406,false
spaced,12,334,0.011239105783622244,0.011636874675320505,10.999494243462259,false
spaced,12,335,-0.0052851204299848315,0.008745489009072979,10.999937817337827,false
spaced,12,336,0.005633666242911313,0.010520219393219706,10.999928244849835,false
spaced,12,337,0.014527836783140466,0.009944417917352632,10.999690442327418,false
spaced,12,338,0.011245796788839378,0.010481574977009262,10.999336619510606,false
spaced,12,339,-0.004606158678024147,0.013810827570123958,10.999052423205606,false
spaced,12,340,-0.01154392322579433,0.012865786948188214,10.999313777395468,false
spaced,12,341,0.0005999358652951642,0.013792786569911975,10.999873728900912,false
spaced,12,342,-0.001064583500070882,0.015532935354073737,10.999849514066467,false
spaced,12,343,-0.004843978302655706,0.011261951570482695,10.999617010161096,false
spaced,12,344,-0.01228504169807623,0.01842683980728983,10.9999136466118,false
spaced,12,345,0.009870276726121174,0.009506885552395324,10.99973450551668,false
spaced,12,346,-0.011630119242067312,0.014873236001653892,10.999337967328406,false
spaced,12,347,-0.00018742594040137305,0.017981727131906534,10.99955901324369,false
spaced,12,348,0.004847685591394765,0.013612158179695215,10.999769957524519,false
spaced,12,349,0.01327568905331449,0.011356606485410774,10.999732523796272,false
spaced,12,350,-0.0038405653464700477,0.010528346430681094,10.999739158100915,false
spaced,12,351,-0.006061690030808802,0.016148329263295277,10.999939039039994,false
spaced,12,352,0.024815197403302233,0.01094596732659091,10.999654997970916,true
spaced,12,353,-0.011533447019121715,0.010519546124895116,10.999819510046693,false
spaced,12,354,-0.008148489365094594,0.012643010736021284,10.999836508776278,false
spaced,12,355,-0.00877183601904536,0.01182182993937694,10.99989895494931,false
spaced,12,356,-0.010640760828177784,0.0172832201907239,10.999893680056973,false
spaced,12,357,-0.023409073523201835,0.014203009558657598,10.999952497340162,false
spaced,12,358,0.014472893115170525,0.010596082191905293,10.9995806303819,false
spaced,12,359,-0.017312398467074695,0.01171644188968923,10.999758362463227,false
spaced,12,360,-0.005623073037755047,0.010494209604642498,10.99833823293027,false
spaced,12,361,-0.0033800180469051523,0.013131352858964305,10.999713606726726,false
spaced,12,362,-0.002685132610892589,0.009828757142005365,10.999765397113753,false
spaced,12,363,-0.015103833720968907,0.014722755751314119,10.999847279815402,false
spaced,12,364,0.012456583211313686,0.014844366363627182,10.999486881736093,false
spaced,12,365,-0.0017229130542768315,0.014286028329114749,10.99982726456625,false
spaced,12,366,-0.01449145633408508,0.017389400079209513,10.999724125601494,false
spaced,12,367,-0.01622164427826082,0.01139247053624418,10.999893768304958,false
spaced,12,368,-0.02003579088127958,0.011335041313463618,10.999608342088726,false
spaced,12,369,0.001287866633308511,0.008738436154394758,10.999625357350931,false
spaced,12,370,-0.010056174753479502,0.016726460559319704,10.999861912893806,false
spaced,12,371,-0.0019427738882634394,0.016625334061714347,10.999856147115064,false
spaced,12,372,0.015329222936935028,0.009947125151595728,10.999928719526501,false
spaced,12,373,0.013986035045239039,0.010380880478461174,10.99987231399074,false
spaced,12,374,0.0015019606660135769,0.009488137258812623,10.999517488014012,false
spaced,12,375,-0.02820544161732421,0.012245785039162235,10.999822027475297,true
spaced,12,376,-0.016045530244356662,0.013542394404150455,10.999895078098563,false
spaced,12,377,-0.005811005970721699,0.010444147377371997,10.999861064296535,false
spaced,12,378,-0.004502267024382819,0.013996975486531484,10.999414350284274,false
