architecture,n_people,replication,truth,estimate,se,df,covered,detected,rejected
spaced,12,163,0.013956980162048242,0.01738313792742833,0.009867635699568366,10.999889575815644,true,false,false
spaced,12,164,0.013948813258407489,0.011248364297491225,0.011814893536197458,10.999794381015805,true,false,false
spaced,12,165,0.01514525269823951,0.01936357680519172,0.009194291370354038,10.9994408726993,true,false,false
spaced,12,166,0.015038245372984163,0.029900537642661373,0.013898918344172888,10.999779030194508,true,false,false
spaced,12,167,0.014698560223895046,0.011685689628541152,0.01259562339001886,10.999677053310316,true,false,false
spaced,12,168,0.01429671967299117,0.025181642322246442,0.009492177096300122,10.999748481560205,true,true,true
spaced,12,169,0.013453451900686033,0.01671109288334049,0.010407124976569364,10.999862823867762,true,false,false
spaced,12,170,0.014153451350989442,0.02136804703946943,0.012409649531223553,10.999874788858813,true,false,false
spaced,12,171,0.013633185743362202,0.002061891690408197,0.013874417675767534,10.999361686321814,true,false,false
spaced,12,172,0.015497798455430575,0.0028155515097302054,0.01179171052292807,10.999792574555707,true,false,false
spaced,12,173,0.015805227729613177,0.005430253384267115,0.014895542058248817,10.999582715438303,true,false,false
spaced,12,174,0.013709650290381813,0.012860838818803101,0.01273241049182925,10.999777477104432,true,false,false
spaced,12,175,0.014562717618935576,0.023651001462180573,0.01786095685155413,10.999852751051051,true,false,false
spaced,12,176,0.01443961206327456,0.005982461828127994,0.008735786046340234,10.999898622186485,true,false,false
spaced,12,177,0.014304638890659515,-0.02505828620691119,0.009368118946248519,10.999987785643707,false,false,true
spaced,12,178,0.014437818191887232,0.006200115948781039,0.014645333735907375,10.997922947014022,true,false,false
spaced,12,179,0.014890630093709153,0.0047133280163386,0.016687495267682078,10.999507422786676,true,false,false
spaced,12,180,0.014832733045086635,0.03468433180159264,0.01596637406756395,10.999849165392344,true,false,false
spaced,12,181,0.014327302661287601,0.029279525295245645,0.011202712350671187,10.999682407340982,true,true,true
spaced,12,182,0.014710748784970577,0.01056594049885395,0.013122286153244437,10.999620412881686,true,false,false
spaced,12,183,0.01419502877651403,0.021713590811078824,0.010973998505681083,10.999861085843996,true,false,false
spaced,12,184,0.014065381060922843,0.031891855184184914,0.010962881383876391,10.999675335067352,true,true,true
spaced,12,185,0.015237108265588292,0.01640989614596431,0.013802117328604731,10.999787317488568,true,false,false
spaced,12,186,0.015057496113778757,0.01815067642595147,0.010827400849021715,10.999660471570818,true,false,false
spaced,12,187,0.014544572450750576,0.027659626030451624,0.013066844058025325,10.999852491328584,true,false,false
spaced,12,188,0.01596034203697775,0.023121103353273352,0.0100807763235114,10.999850439813802,true,true,true
spaced,12,189,0.013488143006541803,0.01609062343772581,0.010669983609478916,10.999575476486353,true,false,false
spaced,12,190,0.01487259705016437,0.046272417842795524,0.012708476338794844,10.999455651401757,false,true,true
spaced,12,191,0.014822973693458615,0.03188970637007708,0.008463483135643017,10.99972086119291,true,true,true
spaced,12,192,0.014324303600439856,0.0004035383012903408,0.01039787355598272,10.999229788715148,true,false,false
spaced,12,193,0.014486074304797501,0.014319313796498019,0.013617606097895463,10.999898423204623,true,false,false
spaced,12,194,0.013826865358245186,0.01066745553146148,0.011927854471018528,10.99970364406742,true,false,false
spaced,12,195,0.013047949738595657,0.00651535160601386,0.012362258533096606,10.999675474746905,true,false,false
spaced,12,196,0.01437497444283392,0.009983354826433092,0.012317356743497742,10.99856102463967,true,false,false
spaced,12,197,0.014531460944708394,0.012622425745392225,0.01721668957438391,10.99968585212997,true,false,false
spaced,12,198,0.014262183899916965,0.0037053774719195817,0.009725910125598152,10.999841893466224,true,false,false
spaced,12,199,0.014693702009110977,-0.014419803540369857,0.005725708312057659,10.999899432832454,false,false,true
spaced,12,200,0.01388866490920998,0.010455804137705516,0.017597997077607272,10.999467310556648,true,false,false
spaced,12,201,0.013260343424313342,0.015093546672812395,0.017607893747634062,10.999729350663445,true,false,false
spaced,12,202,0.013741705384802986,0.022303076000305296,0.008856653576854532,10.999425019185042,true,true,true
spaced,12,203,0.014528638685297508,0.019845499121344493,0.01099775334609908,10.999943514723924,true,false,false
spaced,12,204,0.014580035380513733,0.008240623396237342,0.018536822442017858,10.999658535104862,true,false,false
spaced,12,205,0.014254168854395113,0.018458001552435765,0.012924816258660436,10.999333335343556,true,false,false
spaced,12,206,0.013468253368089685,-0.011966061022460056,0.011697576095706135,10.999790816444817,true,false,false
spaced,12,207,0.013171820623482194,0.015395284823648152,0.014457965277247999,10.99969360697702,true,false,false
spaced,12,208,0.013922119085433466,0.011497252868027403,0.012564324160832195,10.999254176528613,true,false,false
spaced,12,209,0.014658837284800214,-0.011339162055239297,0.014667044764344186,10.99984688981997,true,false,false
spaced,12,210,0.014862908428999386,0.012603268596408144,0.008320121546739025,10.999821641018718,true,false,false
spaced,12,211,0.014241440857951601,0.011932466264434385,0.011638451371159467,10.999500784262015,true,false,false
spaced,12,212,0.014169478633873916,0.01952317855519879,0.011076982169764518,10.999395429544276,true,false,false
spaced,12,213,0.014270704515199606,0.023852523788622525,0.012432402131764988,10.999893841546475,true,false,false
spaced,12,214,0.014350119788183704,-0.002420887655494409,0.014821278481221526,10.999284268782542,true,false,false
spaced,12,215,0.014001469637152134,0.030377687553780314,0.01705137129807021,10.999682726719037,true,false,false
spaced,12,216,0.014389986628102033,0.0038753714765467307,0.012289659026173898,10.999861780934614,true,false,false
spaced,12,217,0.015361497901780785,-0.002215402839274904,0.013948153342940129,10.999467280931892,true,false,false
spaced,12,218,0.014867710602238914,0.018423546092834208,0.012398298403002935,10.99962483730545,true,false,false
spaced,12,219,0.013354996931276432,0.030995782671841866,0.00975703181649496,10.99988514412951,true,true,true
spaced,12,220,0.013713042391886426,0.007660246469773465,0.014689882822615345,10.999672350170888,true,false,false
spaced,12,221,0.013983342548439364,0.020862123635314797,0.008909520840536691,10.99835522058471,true,true,true
spaced,12,222,0.01328754953447664,0.0014792144626717685,0.007806405657965618,10.999423101660065,true,false,false
spaced,12,223,0.014326552298588877,0.03243518967969259,0.008433443249529765,10.999838212752932,true,true,true
spaced,12,224,0.014281835539066933,0.017065674284425833,0.012615407367723588,10.999465748272655,true,false,false
spaced,12,225,0.013702356754327006,0.029987893885286415,0.01131626538842298,10.99956929364274,true,true,true
spaced,12,226,0.014603624814111595,0.01992517267893717,0.010308173135896895,10.999964359399828,true,false,false
spaced,12,227,0.013789628202927971,0.013675370792749596,0.013978626017251264,10.999488464650419,true,false,false
spaced,12,228,0.01440594310357395,0.02445895412170049,0.01669440965253221,10.999523062463965,true,false,false
spaced,12,229,0.013285233959784312,0.005048522105072394,0.015049354336755305,10.999801984950432,true,false,false
spaced,12,230,0.012776472669229003,0.00805130185712231,0.011495534190835202,10.999951554843294,true,false,false
spaced,12,231,0.014584967823665954,0.011803022645605798,0.010605848555812822,10.999656962778186,true,false,false
spaced,12,232,0.013854652099533519,0.012280029306179482,0.01457382640667694,10.999625391496352,true,false,false
spaced,12,233,0.014430553533917404,0.031057444511820635,0.00943963412750181,10.999604125318141,true,true,true
spaced,12,234,0.015706318794914447,-0.02360397955915064,0.019783857514125636,10.999906797681607,true,false,false
spaced,12,235,0.013554793423046567,0.008068904425125272,0.01053370559652255,10.999742246408385,true,false,false
spaced,12,236,0.013851678587576398,0.011156840896932016,0.010294583342130782,10.999962228074027,true,false,false
spaced,12,237,0.013343016831341138,0.013514842981965735,0.015674698834089954,10.999732661075704,true,false,false
spaced,12,238,0.013112460675165076,0.024599756022122107,0.01848479289302527,10.999444492574296,true,false,false
spaced,12,239,0.0141082573542007,0.004776927016160941,0.010776966931263234,10.999820340016552,true,false,false
spaced,12,240,0.013834652274697486,0.005272450896715859,0.008877834922128163,10.999821803062332,true,false,false
spaced,12,241,0.015480799665664232,0.02712264014100273,0.01016353435636052,10.999895069092394,true,true,true
spaced,12,242,0.014918373191690643,-0.0060026115875132235,0.014690285093066562,10.999444136275347,true,false,false
spaced,12,243,0.013920358097013977,0.0011611330357828348,0.010679883642564052,10.99964739486053,true,false,false
spaced,12,244,0.013429132913847074,-0.008457974297704385,0.011140101963773545,10.999816024751878,true,false,false
spaced,12,245,0.014746877496130862,0.02868799555112622,0.013912593281297719,10.999891922900035,true,false,false
spaced,12,246,0.014058704349607858,0.010523503104545707,0.01658638273409772,10.999726514173966,true,false,false
spaced,12,247,0.014364383620495035,0.026535483624573707,0.009408527353761298,10.999953302452125,true,true,true
spaced,12,248,0.016003033788657455,-0.009530655487119248,0.014185706434410557,10.999289576557764,true,false,false
spaced,12,249,0.01457899136525324,-0.0052385363632052795,0.013053426758632311,10.999726083719686,true,false,false
spaced,12,250,0.014463555080119933,0.03195026914573301,0.017376451879585683,10.997794120310862,true,false,false
spaced,12,251,0.012951620128043252,0.002809786344924439,0.010043366488695906,10.999356781957362,true,false,false
spaced,12,252,0.014475927563977168,0.015461629533709342,0.014840195272898229,10.999839588426898,true,false,false
spaced,12,253,0.014983836089022897,0.026164266895500363,0.011874447912870519,10.999692971128425,true,true,true
spaced,12,254,0.014201195239470688,0.02217610169675187,0.014569246318335494,10.99981653506423,true,false,false
spaced,12,255,0.015081395765081692,0.0455883498084507,0.010725512441255672,10.999952093327462,false,true,true
spaced,12,256,0.013701123134395133,0.025482188322690367,0.011673952894130493,10.999883968581704,true,false,false
spaced,12,257,0.013569463716072296,0.01881913819230142,0.01206473781136533,10.99986900437498,true,false,false
spaced,12,258,0.01426020223115395,0.008463329889398562,0.015800075003878197,10.999916500942133,true,false,false
spaced,12,259,0.013857599478302394,0.010653996326556107,0.013868177236776111,10.999302529328173,true,false,false
spaced,12,260,0.014021781353189556,0.03340316981582075,0.015263060746922174,10.999762308156294,true,false,false
spaced,12,261,0.012866602374376944,0.025205216562162562,0.00986803463222104,10.999742018701138,true,true,true
spaced,12,262,0.013764882495287638,0.006855209921238623,0.011739406155853388,10.9995752918205,true,false,false
spaced,12,263,0.015519671918036115,0.0211434369823148,0.016481556342246465,10.999886366093826,true,false,false
spaced,12,264,0.013315915541064574,0.01766876383398847,0.01044294298609952,10.999258614989033,true,false,false
spaced,12,265,0.014311701433913967,-0.004269680293488921,0.012893008086342821,10.999856385269512,true,false,false
spaced,12,266,0.013978103622109129,0.015457710552991596,0.0069329920871525974,10.999098378715457,true,true,true
spaced,12,267,0.013567381868660376,0.014739964217620903,0.010792738880819667,10.999982755440277,true,false,false
spaced,12,268,0.013645788340033903,0.026703343549339172,0.01556773460075151,10.999496281080171,true,false,false
spaced,12,269,0.013919606347432148,0.0200258518096292,0.01088264016727797,10.999188985590022,true,false,false
spaced,12,270,0.01367401386258566,0.02174237907068048,0.011048608102754676,10.999957232918625,true,false,false
spaced,12,271,0.012944099512932966,0.02469011898941944,0.011607339579657474,10.99953384916249,true,false,false
spaced,12,272,0.013735029173041775,-0.008895905800309875,0.014655397757369796,10.99983281989071,true,false,false
spaced,12,273,0.013859084755848166,0.01751455091323872,0.010754050133769325,10.999866405359738,true,false,false
spaced,12,274,0.013386844546781743,0.0017969745050830216,0.007786937305604859,10.99950443810585,true,false,false
spaced,12,275,0.012690438683331752,0.016326364484245282,0.008824474865770248,10.99875626496487,true,false,false
spaced,12,276,0.012993268527130675,0.00713714487153207,0.013476269013701182,10.999536523357445,true,false,false
spaced,12,277,0.013581925864339267,0.009294807243715415,0.015404943546987501,10.999671387058477,true,false,false
spaced,12,278,0.013542897791565625,0.007510304372994186,0.007896440281972603,10.998899902424919,true,false,false
spaced,12,279,0.014841393486966907,0.007251364348909605,0.01127654135491784,10.999763675682676,true,false,false
spaced,12,280,0.015167243404739409,0.019445119568560352,0.0130282780849809,10.999655257479368,true,false,false
spaced,12,281,0.014894390421246066,0.004806731212963156,0.00919418048574126,10.99990033227208,true,false,false
spaced,12,282,0.014710749246821479,0.029978714115489805,0.01509199957466027,10.999382662290582,true,false,false
