architecture,n_people,replication,truth,estimate,se,df,covered,detected,rejected
tutor,12,53,0.10810724414544229,0.12974706906813116,0.0387504612489823,10.998024807886068,true,true,true
tutor,12,54,0.1028433490359985,0.052211872728779016,0.0357904951420749,10.99454677022312,true,false,false
tutor,12,55,0.10744733443152726,0.13413527445152834,0.04175459042054399,10.99532056433835,true,true,true
tutor,12,56,0.10477757398191914,0.07178667902384835,0.04127344401610536,10.996214985348734,true,false,false
tutor,12,57,0.10708056649321464,0.12166259614931023,0.03995012373964811,10.992922903659746,true,true,true
tutor,12,58,0.10208960140073989,0.03103562356736517,0.03222621782954409,10.993437829268595,false,false,false
tutor,12,59,0.10595453966514477,0.091766111283575,0.052458643406835925,10.987793151811164,true,false,false
tutor,12,60,0.10572851358062102,0.11737117732657273,0.04490909313382535,10.990753705939625,true,true,true
tutor,12,61,0.10512017808666568,0.06112570551589149,0.040741046256702156,10.990025238060486,true,false,false
tutor,12,62,0.1016254065808838,0.15824338387640835,0.042707751176852465,10.99155888808353,true,true,true
tutor,12,63,0.1063134331161634,0.05868170158705996,0.053476291354225707,10.995163153059758,true,false,false
tutor,12,64,0.1046351738660227,0.10319992638762049,0.026637354832706978,10.993554466382573,true,true,true
tutor,12,65,0.1031439214400614,0.0734259062144769,0.02140696807409924,10.996100050092194,true,true,true
tutor,12,66,0.10626903939883192,0.09517043983939183,0.050749406020159885,10.99329220802973,true,false,false
tutor,12,67,0.10557814847579193,0.1054017671989713,0.03563872471388104,10.99536756086065,true,true,true
tutor,12,68,0.10303683822393978,0.04329966823613555,0.036608528835184784,10.994701428953682,true,false,false
tutor,12,69,0.09953686818608434,0.1093708052265384,0.03257500460254207,10.996745879685626,true,true,true
tutor,12,70,0.10015450543547978,0.06843040865138049,0.03966927166529268,10.989165848954682,true,false,false
tutor,12,71,0.10600689272397851,0.15383770493652268,0.03699800121379766,10.989377833278711,true,true,true
tutor,12,72,0.10405829674172058,0.05184165211144833,0.02507862855388623,10.995914650329851,true,false,false
tutor,12,73,0.10085093778259274,0.12234277820087842,0.02040131747748595,10.998079945211922,true,true,true
tutor,12,74,0.10414149685025188,0.12536206497666882,0.028169431387172865,10.991313143068007,true,true,true
tutor,12,75,0.10597522721051074,0.12942962986834536,0.027493608862099,10.995125174552722,true,true,true
tutor,12,76,0.10484892853584846,0.12083546819227703,0.030457878941590275,10.983699329014549,true,true,true
tutor,12,77,0.10805836544190199,0.16396480153958334,0.03691543477820374,10.994629350580905,true,true,true
tutor,12,78,0.1039025163160441,0.025012871223250927,0.018246197799997435,10.985800444084111,false,false,false
tutor,12,79,0.1060827861294919,0.1195907559582867,0.03467137951405257,10.99185202695366,true,true,true
tutor,12,80,0.1052587956053936,0.09838541558027353,0.040182481286785525,10.97623100213847,true,true,true
tutor,12,81,0.1047569938570318,0.04907184883391894,0.037538706969638326,10.991821427895454,true,false,false
tutor,12,82,0.11267285679154956,0.205565874093154,0.03151142257659989,10.996140715271812,false,true,true
tutor,12,83,0.10250548269228058,0.061904645815836434,0.03643518154560498,10.992993956516106,true,false,false
tutor,12,84,0.1064066408809042,0.07783064078365279,0.036418192467939245,10.991836568374557,true,false,false
tutor,12,85,0.10075876459124661,0.03891772573829606,0.030632943786736335,10.993034357606719,true,false,false
tutor,12,86,0.09758660260415887,0.10986199319957646,0.036286793539460155,10.996887303072395,true,true,true
tutor,12,87,0.1045046368512021,0.08690171775874511,0.0461611573005907,10.99380533950665,true,false,false
tutor,12,88,0.10782633986566424,0.08731003433962184,0.034151806350464074,10.997134636748893,true,true,true
tutor,12,89,0.10549224466085591,0.08668478844379732,0.03347106571292235,10.99635629496897,true,true,true
tutor,12,90,0.10401341745854381,0.1165327521039917,0.027088092070484942,10.981904078028014,true,true,true
tutor,12,91,0.10133854827556607,0.10074314719283801,0.026379535842279804,10.992680857448818,true,true,true
tutor,12,92,0.10425283048457443,0.1838081305988368,0.025914580155043998,10.986559301276174,false,true,true
tutor,12,93,0.10843703998585902,0.10910629650698807,0.05018876239309977,10.996985222536297,true,false,false
tutor,12,94,0.10712228881326191,0.13859548304742123,0.0400327079338656,10.991564323583736,true,true,true
tutor,12,95,0.09744008126378693,0.0572982216212121,0.03514270915651464,10.997014697961534,true,false,false
tutor,12,96,0.10959856333541913,0.0784388036740883,0.045934694789512204,10.990058630976067,true,false,false
tutor,12,97,0.10769595500629081,0.15072429302668475,0.03299141804094077,10.989713243312918,true,true,true
tutor,12,98,0.10785529216962515,0.10429557484472517,0.025525570068004096,10.99211638556145,true,true,true
tutor,12,99,0.1118450730633718,0.2162820480878617,0.030962271159367852,10.99665561575692,false,true,true
tutor,12,100,0.10978765873055732,0.14615609936744672,0.03897707401731542,10.993960144783063,true,true,true
tutor,12,101,0.10536864041994565,0.12343658481153946,0.04221469420477136,10.994947329552927,true,true,true
tutor,12,102,0.10536198058038033,0.12432949745988281,0.040466439720246335,10.998048471982534,true,true,true
tutor,12,103,0.10595017584630168,0.1466988877438996,0.0379183508621199,10.98767889288583,true,true,true
tutor,12,104,0.1054747735916586,0.1235588366848991,0.03681929262367155,10.995172493727114,true,true,true
tutor,12,105,0.09943353435417963,0.15034992425713914,0.037271813601966464,10.995459250231082,true,true,true
tutor,12,106,0.10329993392448916,0.12497800566227843,0.03651802911138379,10.993251026409292,true,true,true
tutor,12,107,0.10953497752209235,0.08907649575484498,0.039956612128546974,10.994330578832672,true,true,true
tutor,12,108,0.10714469671683169,0.10962095698303312,0.036962937720104276,10.99204154975602,true,true,true
tutor,12,109,0.1073130290224365,0.15706730438483552,0.03331026809641437,10.996840620517153,true,true,true
tutor,12,110,0.10941389357331074,0.02874494945450914,0.03300069128872438,10.991919086195699,false,false,false
tutor,12,111,0.10435286875995536,0.05802273385335809,0.05394880923465141,10.997261370206713,true,false,false
tutor,12,112,0.10382894509932411,0.1483337324928522,0.035694137803755834,10.99792896142936,true,true,true
tutor,12,113,0.10456522454921989,0.07101628027967226,0.03106883335663841,10.994624922460632,true,true,true
tutor,12,114,0.09829523108865416,0.0972131935923864,0.03532810942707462,10.997898403382994,true,true,true
tutor,12,115,0.10308252889774383,0.09753584124153541,0.03159955598583451,10.987081658074949,true,true,true
tutor,12,116,0.10607166167749967,0.0510391673149624,0.024668316034203146,10.996926065455403,false,false,false
tutor,12,117,0.10303248792771035,0.10706008395639009,0.027665624995375823,10.977570169424093,true,true,true
tutor,12,118,0.10424905377110744,0.1522760601558313,0.033878746636941015,10.996110553193452,true,true,true
tutor,12,119,0.10906521907369862,0.14553173116435456,0.046857874896485435,10.995130590409186,true,true,true
tutor,12,120,0.10392013711158282,0.07328446058026766,0.03783177681581421,10.995796957507698,true,false,false
tutor,12,121,0.10593155756865605,0.08507435252449626,0.03388505774917728,10.99062184374589,true,true,true
tutor,12,122,0.09951118585744383,0.08063667138875298,0.04996971025970505,10.992158666614058,true,false,false
tutor,12,123,0.10462835215006748,0.0851626792944786,0.04775170001596081,10.993121219231954,true,false,false
tutor,12,124,0.0969430732891946,0.11412127981719232,0.030696645190426114,10.989073753379943,true,true,true
tutor,12,125,0.1042543962288983,0.11724815893621326,0.03601140555999511,10.983291602569157,true,true,true
tutor,12,126,0.10226348766154868,0.10941946802751708,0.028274762162511576,10.992438623016834,true,true,true
tutor,12,127,0.10040105744512379,0.13060739575149402,0.04395736931244454,10.993650202452002,true,true,true
tutor,12,128,0.10678010526040849,0.16236267187194264,0.04823307495486926,10.989901179855059,true,true,true
tutor,12,129,0.09976075867245571,0.12464611070859932,0.02397096655326163,10.992557179264557,true,true,true
tutor,12,130,0.10198443439412856,0.13116528442927392,0.03750877074861164,10.9919503191657,true,true,true
tutor,12,131,0.10955228072444932,0.11227034749980902,0.031963785061376426,10.995543467625492,true,true,true
tutor,12,132,0.10995326251694527,0.04351253019254451,0.029168854924141053,10.99276114539932,false,false,false
tutor,12,133,0.10374102624490635,0.16556465529973666,0.03619689765311971,10.995718714421209,true,true,true
tutor,12,134,0.10693186822483558,0.10863086145897845,0.042558580800582224,10.98166905531987,true,true,true
tutor,12,135,0.1040135477249075,0.11059124725697729,0.0278647849188125,10.98666922850995,true,true,true
tutor,12,136,0.10486309335670253,0.06206189893760294,0.034549815773468294,10.971401871541014,true,false,false
tutor,12,137,0.10144480464295075,0.04824371030731176,0.03634889614842422,10.989570505731326,true,false,false
tutor,12,138,0.10344224824377196,0.10330274777657893,0.03452748240871052,10.994216019820172,true,true,true
tutor,12,139,0.10755653944939485,0.09114484262313845,0.03138099351906641,10.983988625198291,true,true,true
tutor,12,140,0.10785320061829548,0.0774313757558254,0.03763215988610677,10.993998604716857,true,false,false
tutor,12,141,0.10855141607818716,0.20333119870303415,0.03351469225353711,10.992025545692389,false,true,true
tutor,12,142,0.10593850766884054,0.08790574701271721,0.03032183579366623,10.989839198856464,true,true,true
tutor,12,143,0.10692002166592979,0.12628413499375563,0.03271572205472345,10.9981177169331,true,true,true
tutor,12,144,0.10434728847128699,0.0777843436220793,0.03175725656032735,10.994920772026886,true,true,true
tutor,12,145,0.10491362934728493,0.10099831911305655,0.036586704528681006,10.985987165613995,true,true,true
tutor,12,146,0.10193054341101315,0.11783498743396367,0.04534447983853297,10.994071906776623,true,true,true
tutor,12,147,0.10769311130826001,0.08765736027732014,0.039854647480207124,10.994915050887247,true,false,false
tutor,12,148,0.10814072825534457,0.15106455187053014,0.032186368757231534,10.99193467385181,true,true,true
tutor,12,149,0.0949008411532911,0.13634924051041242,0.03062354255676582,10.996655038344834,true,true,true
tutor,12,150,0.10396526680472645,0.0853579736546485,0.03951155285914242,10.994169997269664,true,false,false
tutor,12,151,0.10695431569170509,0.07743969374884035,0.03961105442685131,10.996354588242038,true,false,false
tutor,12,152,0.10112204334189535,0.15992211620950855,0.052550974145569994,10.995341391570605,true,true,true
tutor,12,153,0.10763742025896808,0.060711559395331016,0.03752824372263333,10.98463983713387,true,false,false
tutor,12,154,0.10294849395443366,0.1475810729751761,0.04103454339515816,10.995204311366129,true,true,true
tutor,12,155,0.10456377864857103,0.029476014697148587,0.0326204132422783,10.996231379070872,false,false,false
tutor,12,156,0.10331523971939972,0.0680925599367552,0.02542187690943058,10.992355320580701,true,true,true
tutor,12,157,0.10892616075615186,0.09399518471150527,0.0441485325989797,10.996804425781523,true,false,false
tutor,12,158,0.10885804528540315,0.09228663356263395,0.04519843802536788,10.998397584115935,true,false,false
tutor,12,159,0.10390642183516242,0.10822269438439704,0.043003337552527714,10.99668573402004,true,true,true
tutor,12,160,0.1007570888586441,0.11992444910323162,0.048918350210105536,10.998569247856198,true,true,true
tutor,12,161,0.10810243559803492,0.17954531432405466,0.023384066157810874,10.998029321414952,false,true,true
tutor,12,162,0.10938101391964704,0.07322891446090019,0.05586575328581881,10.993467612998142,true,false,false
tutor,12,163,0.10131795778979522,0.11604682532176525,0.05271683186408717,10.996117556421725,true,true,true
tutor,12,164,0.10645806489095282,0.15267558332811168,0.035794628006488166,10.99694401591975,true,true,true
tutor,12,165,0.10120832025836679,0.05176146711177472,0.026450579989459586,10.991953184689901,true,false,false
tutor,12,166,0.10164583627012741,0.09553714142576382,0.04885066283527131,10.984273123139788,true,false,false
tutor,12,167,0.10634932814690218,0.1147709513481297,0.03858935640655078,10.998991586638631,true,true,true
tutor,12,168,0.10066648007010098,0.0952953570387251,0.03959222161529718,10.993781043542727,true,true,true
tutor,12,169,0.10853852461327479,0.056867623420315504,0.042387258770012454,10.98368431986971,true,false,false
tutor,12,170,0.10261726130928178,0.09073043322190366,0.0372680265510175,10.994662988274396,true,true,true
tutor,12,171,0.103921389717649,0.020906670825733574,0.033109157251245885,10.994853470621381,false,false,false
tutor,12,172,0.10457634172814191,0.03174026614241071,0.035848493733023894,10.987649074865729,true,false,false
tutor,12,173,0.10891681787424615,0.06933537905472345,0.04958965329204985,10.99170357934663,true,false,false
tutor,12,174,0.10476671652019237,0.12288580012672304,0.04108565257006803,10.954401444808259,true,true,true
tutor,12,175,0.10071212930489644,0.1394746638794633,0.03896004018161073,10.993134062264458,true,true,true
tutor,12,176,0.10461264882628814,0.03975897296588266,0.0442542414364551,10.996480206182211,true,false,false
tutor,12,177,0.10915775172107899,0.09473493149400423,0.03620336587363798,10.994819237309878,true,true,true
tutor,12,178,0.1074395217657461,0.12485632144212111,0.028629348906559295,10.997452077570856,true,true,true
tutor,12,179,0.1069822229170618,0.10382443256095035,0.060045218755310846,10.998974162696586,true,false,false
tutor,12,180,0.10514472704917155,0.17944744165803656,0.03932040349797341,10.997169020304838,true,true,true
tutor,12,181,0.0959903740150086,0.13489449598268624,0.03993396609517198,10.99567446174871,true,true,true
tutor,12,182,0.10450346539115613,0.13206252159243959,0.03908617018600269,10.998483169326358,true,true,true
tutor,12,183,0.10210729201030928,0.10011989301422534,0.04196885495367868,10.994033252471057,true,true,true
tutor,12,184,0.10534298824659415,0.15950065627242088,0.03361704766369235,10.996431742842013,true,true,true
tutor,12,185,0.10356215857651065,0.04015789509873799,0.04374470272520147,10.997531368240805,true,false,false
tutor,12,186,0.10550897722262437,0.09461992548546967,0.04625728051048914,10.991825073611311,true,false,false
tutor,12,187,0.09996589599913681,0.13311502837767006,0.02796823955424944,10.981550420154257,true,true,true
tutor,12,188,0.1028912137569627,0.14863657597636232,0.02435053891844273,10.9974354911656,true,true,true
tutor,12,189,0.1049139732508293,0.11696100985193833,0.030633508029636786,10.995122110741269,true,true,true
tutor,12,190,0.10251244954179159,0.1612097991138413,0.025533629490456244,10.99094359761165,false,true,true
tutor,12,191,0.09765950238038412,0.08177475911555192,0.028672729571796382,10.990935801858448,true,true,true
tutor,12,192,0.10713633666527149,0.11693037705085839,0.018037701904735012,10.997942136982713,true,true,true
tutor,12,193,0.10341675243164537,0.10769622596410888,0.03307524111902045,10.992964203809194,true,true,true
tutor,12,194,0.1027677120129952,0.07507939449471918,0.04096302699362937,10.982750681827943,true,false,false
tutor,12,195,0.10472955494377412,0.08941215727624423,0.03317988209101313,10.992343938625881,true,true,true
tutor,12,196,0.10227780913534713,0.021635940635407816,0.03665309167962453,10.992193281966573,true,false,false
tutor,12,197,0.10710587882228914,0.07374143668049946,0.03550055661441142,10.997823651249469,true,false,false
tutor,12,198,0.10300616754873737,0.11572399010838699,0.032951178960033904,10.998417905286427,true,true,true
tutor,12,199,0.10223532630293677,0.07898408643271294,0.03995588963307971,10.99925908690838,true,false,false
tutor,12,200,0.10547977285489447,0.11534619584608896,0.03523625411019214,10.99527980412115,true,true,true
tutor,12,201,0.10532505162008882,0.11466927064226747,0.030411606244871017,10.982106283240315,true,true,true
tutor,12,202,0.10397740778980165,0.10801708417236594,0.04262596724968096,10.991793057598407,true,true,true
tutor,12,203,0.10130158691290887,0.07040452202550494,0.03399494576751869,10.990826181090076,true,false,false
tutor,12,204,0.10087556857849955,0.12220614449402258,0.0323623750354477,10.992621688270336,true,true,true
tutor,12,205,0.10127185436355414,0.054835778109115274,0.02494278828995287,10.99260147467312,true,false,false
tutor,12,206,0.10702824412684754,0.11101723720182577,0.04335438801188334,10.997230433136343,true,true,true
tutor,12,207,0.10509747657227442,0.0365612596972211,0.03594911383111526,10.993593675694198,true,false,false
tutor,12,208,0.10798082938070994,0.1290125458693827,0.0251028577760489,10.979716607782134,true,true,true
tutor,12,209,0.10665857165426124,0.14170494979821577,0.03222706109099628,10.993236552865595,true,true,true
tutor,12,210,0.10306470018367765,0.08655727320889339,0.03864615861808306,10.997019715679288,true,true,true
tutor,12,211,0.10881270206280544,0.09368590016881477,0.02664499109727849,10.994254306060327,true,true,true
tutor,12,212,0.10373452376215435,0.10507050831090922,0.02880234934240246,10.974507250276687,true,true,true
tutor,12,213,0.10233425690415465,0.11259515632523057,0.05032240306448243,10.991833443340465,true,true,true
tutor,12,214,0.10691371242377043,0.10655694915762792,0.03149132964855566,10.994143515991261,true,true,true
tutor,12,215,0.10333637953928718,0.12914620617757083,0.03024374142785193,10.983128341278347,true,true,true
tutor,12,216,0.09824568944966842,0.08994209473300699,0.033744179900684554,10.983884559455204,true,true,true
tutor,12,217,0.09968049494358651,0.10779322808137459,0.042902732423405754,10.997917068088016,true,true,true
tutor,12,218,0.1015537953055687,0.13247296688792404,0.04288250075465911,10.996328805255178,true,true,true
tutor,12,219,0.10374245071890922,0.1271570814269472,0.03618914233164191,10.99799574633803,true,true,true
tutor,12,220,0.10767277281468403,0.186847068742455,0.042965486418240106,10.986129849084254,true,true,true
tutor,12,221,0.10542385794208575,0.10698193670958793,0.02923207764927543,10.996525868932753,true,true,true
tutor,12,222,0.10509656356129161,0.13440620968593797,0.05799923988797394,10.99231550021061,true,true,true
tutor,12,223,0.1100975368674943,0.10708867819988628,0.04371489969923458,10.985681771010938,true,true,true
tutor,12,224,0.1036390134366904,0.10886227455338242,0.030738088966206632,10.99050792408115,true,true,true
tutor,12,225,0.10450732805860803,0.10851421217904576,0.03345626009626295,10.990489716023689,true,true,true
tutor,12,226,0.1109230709293808,0.17477492126401914,0.03949523698819801,10.978197745917615,true,true,true
tutor,12,227,0.10571418442911439,0.055437304963237434,0.022395407405127486,10.99686086326357,false,true,true
tutor,12,228,0.10303574150983341,0.0820821570134232,0.027980955840983403,10.996002111078887,true,true,true
tutor,12,229,0.10813289820483546,0.12383735517638297,0.04345983737052275,10.99244148163559,true,true,true
tutor,12,230,0.10458907024170166,0.03239469212007857,0.035718347323875174,10.998573549751038,true,false,false
tutor,12,231,0.09748772665752642,0.09742413681601488,0.045425190555354954,10.998182609870002,true,false,false
tutor,12,232,0.10099808113527821,0.13039852041158712,0.0474548453980296,10.997635426513012,true,true,true
tutor,12,233,0.10601352473571493,0.08990932182184651,0.0367580527340823,10.97872100328553,true,true,true
tutor,12,234,0.09524600979600434,0.03341492429646949,0.039575054976022477,10.998264808453293,true,false,false
tutor,12,235,0.10408562960865932,0.08078666117095329,0.028254483978852253,10.994367120245295,true,true,true
tutor,12,236,0.1025662570096483,0.04570375668702463,0.033239846806659736,10.989380322255823,true,false,false
tutor,12,237,0.10324751548074708,0.08808612398198735,0.044708779341973884,10.994233013856613,true,false,false
tutor,12,238,0.10583088552410368,0.17008012365997055,0.03755988994723037,10.997270067871728,true,true,true
tutor,12,239,0.10311887365054272,0.11692955000689835,0.033341755607345716,10.996523744780182,true,true,true
tutor,12,240,0.10575085132506137,0.09610723388066018,0.03820815374115169,10.99554254410826,true,true,true
tutor,12,241,0.10133657599688883,0.1415639093680288,0.03604998583493845,10.99730789547292,true,true,true
tutor,12,242,0.10396311338014369,0.08404689328382903,0.042875739114456586,10.992464062695609,true,false,false
tutor,12,243,0.10544905841535063,0.11407019142859433,0.0344000103302821,10.993200648950411,true,true,true
tutor,12,244,0.10622791720575672,0.08428810803572977,0.04443315020335765,10.997525879989377,true,false,false
tutor,12,245,0.1091495916894989,0.06228793525893626,0.04301960007568,10.990662088945294,true,false,false
tutor,12,246,0.11054770559157862,0.15785530961452154,0.0379177377449859,10.999062821697459,true,true,true
tutor,12,247,0.09928512674394804,0.13633522553570274,0.0408441117190475,10.99764413157665,true,true,true
tutor,12,248,0.09728123137715529,0.07602718039507637,0.03231716543412243,10.995384286483809,true,true,true
tutor,12,249,0.09730173903294015,0.12070695221864697,0.044052310874201146,10.997354456032,true,true,true
tutor,12,250,0.09687089098245213,0.10313496232715243,0.041020919670689396,10.991191859745927,true,true,true
tutor,12,251,0.10230641964910511,0.09346347246495457,0.035612061371700636,10.978544343048899,true,true,true
tutor,12,252,0.10916559141577825,0.1391503245338142,0.041733984762252554,10.994556702762532,true,true,true
tutor,12,253,0.10604589705592812,0.13873066910891246,0.027557811615972736,10.997724205431453,true,true,true
tutor,12,254,0.10998367293535855,0.08748811115789835,0.029297823056499996,10.99840515483328,true,true,true
tutor,12,255,0.1071432677282142,0.12553856034426839,0.03513650261836625,10.997304780764802,true,true,true
tutor,12,256,0.10265256681263968,0.05603885625369504,0.03493301449752241,10.99833249749319,true,false,false
tutor,12,257,0.10407476962472267,0.0845504763729941,0.0423974383374912,10.99779455476456,true,false,false
tutor,12,258,0.1050927039479564,0.016632162216669744,0.029853369703048197,10.998731613701153,false,false,false
tutor,12,259,0.10052359204341324,0.07134753363350266,0.0373361884430252,10.988342682274709,true,false,false
tutor,12,260,0.10294277547155065,0.09949477226668096,0.028949523194978153,10.995278915379453,true,true,true
tutor,12,261,0.10788427995720824,0.1642307262849834,0.04764668202220863,10.970071099269456,true,true,true
tutor,12,262,0.10017870509243582,0.044130461793117214,0.028799320534333147,10.996490153161721,true,false,false
tutor,12,263,0.1002711540976466,0.050271568771473776,0.04806639607148467,10.993429921277897,true,false,false
tutor,12,264,0.09917742486715718,0.15109386887751855,0.04629147935783207,10.969752922372454,true,true,true
tutor,12,265,0.09859555887017664,0.11051693486753664,0.03815409254120502,10.998794784973414,true,true,true
tutor,12,266,0.1033853100515334,0.09358914656880037,0.04628198404387487,10.993309969301219,true,false,false
tutor,12,267,0.10626539720235058,0.05750944623356004,0.0509955242623106,10.988348207517872,true,false,false
tutor,12,268,0.10933041983752781,0.13915215321815586,0.029784748007064897,10.996375332745576,true,true,true
tutor,12,269,0.10257692004817008,0.08608159571630067,0.04174155945610006,10.98092592518058,true,false,false
tutor,12,270,0.10502807467559266,0.12771486415140262,0.03648428382618633,10.996546462525012,true,true,true
tutor,12,271,0.1005052988116326,0.11576193707794474,0.028741970245279982,10.991127895373424,true,true,true
tutor,12,272,0.10208701095924005,0.1363327330727991,0.04296618960364492,10.993300127234711,true,true,true
tutor,12,273,0.10437458911078419,0.17239133698284215,0.03678491710580796,10.988493646599638,true,true,true
tutor,12,274,0.1058152233596832,0.12366584831329545,0.03389948615081657,10.985771837453415,true,true,true
tutor,12,275,0.1074317561903782,0.06418657008407336,0.0346180140070923,10.997705894051034,true,false,false
tutor,12,276,0.10092924177845075,0.11624298208783772,0.0405257196196822,10.996714642603719,true,true,true
tutor,12,277,0.10983872271873854,0.1658363260037882,0.02471340163645661,10.995359343717189,false,true,true
tutor,12,278,0.1074766711880405,0.12818280302675555,0.046738711610492124,10.998035310648326,true,true,true
tutor,12,279,0.10346496953190643,0.06923981688578855,0.03397538981099283,10.988653444816567,true,false,false
tutor,12,280,0.10008424566951504,0.10490730759932933,0.041574346032215846,10.987864756140397,true,true,true
tutor,12,281,0.10728957488998872,0.11479087529038769,0.027200417485189424,10.995857258778429,true,true,true
tutor,12,282,0.106543714672201,0.10483988632906087,0.03897124320713612,10.995699780457409,true,true,true
tutor,12,283,0.10276196546107436,0.11315683108260084,0.030670165635190934,10.991909221026535,true,true,true
